2025-07-02 23:35:39,913 - INFO - app.core.config - .env file loaded successfully.
2025-07-02 23:35:44,773 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'SGDJPY'.
2025-07-02 23:35:44,776 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'UK100'.
2025-07-02 23:35:44,780 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'UKOIL'.
2025-07-02 23:35:44,785 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'US100'.
2025-07-02 23:35:44,790 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'US2000'.
2025-07-02 23:35:44,794 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'US30'.
2025-07-02 23:35:44,797 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'US500'.
2025-07-02 23:35:44,800 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDCAD'.
2025-07-02 23:35:44,804 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDCHF'.
2025-07-02 23:35:44,808 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDCNH'.
2025-07-02 23:35:44,812 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDCZK'.
2025-07-02 23:35:44,815 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDJPY'.
2025-07-02 23:35:44,818 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDMXN'.
2025-07-02 23:35:44,822 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDNOK'.
2025-07-02 23:35:44,826 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDPLN'.
2025-07-02 23:35:44,830 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDSEK'.
2025-07-02 23:35:44,834 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDSGD'.
2025-07-02 23:35:44,838 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDTHB'.
2025-07-02 23:35:44,843 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDTRY'.
2025-07-02 23:35:44,846 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDTUSD'.
2025-07-02 23:35:44,849 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDZAR'.
2025-07-02 23:35:44,853 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USOIL'.
2025-07-02 23:35:44,856 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'W20'.
2025-07-02 23:35:44,859 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'XAGUSD'.
2025-07-02 23:35:44,862 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'XAUUSD'.
2025-07-02 23:35:44,867 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'ZARJPY'.
2025-07-02 23:35:44,871 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'AUDCAD'.
2025-07-02 23:35:45,113 - INFO - app.api.v1.endpoints.users - Logout successful for user ID 4 by invalidating refresh token.
2025-07-02 23:36:00,564 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'AUDCHF'.
2025-07-02 23:36:00,569 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'AUDJPY'.
2025-07-02 23:36:00,574 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'AUDNZD'.
2025-07-02 23:36:00,579 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'AUDSGD'.
2025-07-02 23:36:00,585 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'AUDUSD'.
2025-07-02 23:36:00,589 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'AUS200'.
2025-07-02 23:36:00,595 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'BTCUSD'.
2025-07-02 23:36:00,600 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'CADCHF'.
2025-07-02 23:36:00,605 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'CADJPY'.
2025-07-02 23:36:00,610 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'CHFJPY'.
2025-07-02 23:36:00,617 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'CHFSGD'.
2025-07-02 23:36:00,627 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'CN50U'.
2025-07-02 23:36:00,640 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'D30'.
2025-07-02 23:36:00,648 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'DE30'.
2025-07-02 23:36:00,652 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURAUD'.
2025-07-02 23:36:00,656 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURCAD'.
2025-07-02 23:36:00,661 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURCHF'.
2025-07-02 23:36:00,666 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURCZK'.
2025-07-02 23:36:00,669 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURGBP'.
2025-07-02 23:36:00,672 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURJPY'.
2025-07-02 23:36:00,677 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURNOK'.
2025-07-02 23:36:00,681 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURNZD'.
2025-07-02 23:36:00,685 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURPLN'.
2025-07-02 23:36:00,690 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURSEK'.
2025-07-02 23:36:00,695 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURSGD'.
2025-07-02 23:36:00,700 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURTRY'.
2025-07-02 23:36:00,705 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURUSD'.
2025-07-02 23:36:00,711 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'EURZAR'.
2025-07-02 23:36:00,715 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'FR40'.
2025-07-02 23:36:00,719 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'GBPAUD'.
2025-07-02 23:36:00,724 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'GBPCAD'.
2025-07-02 23:36:00,728 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'GBPCHF'.
2025-07-02 23:36:00,733 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'GBPJPY'.
2025-07-02 23:36:00,741 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'GBPNOK'.
2025-07-02 23:36:00,750 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'GBPNZD'.
2025-07-02 23:36:00,754 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'GBPSEK'.
2025-07-02 23:36:00,759 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'GBPSGD'.
2025-07-02 23:36:00,763 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'GBPTRY'.
2025-07-02 23:36:00,767 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'GBPUSD'.
2025-07-02 23:36:00,771 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'HKG50'.
2025-07-02 23:36:00,774 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'IND50'.
2025-07-02 23:36:00,778 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'JP225'.
2025-07-02 23:36:00,782 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'NGAS'.
2025-07-02 23:36:00,786 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'NOKJPY'.
2025-07-02 23:36:00,790 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'NOKSEK'.
2025-07-02 23:36:00,794 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'NZDCAD'.
2025-07-02 23:36:00,798 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'NZDCHF'.
2025-07-02 23:36:00,802 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'NZDJPY'.
2025-07-02 23:36:00,806 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'NZDUSD'.
2025-07-02 23:36:00,811 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'SEKJPY'.
2025-07-02 23:36:00,815 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'SGDJPY'.
2025-07-02 23:36:00,819 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'UK100'.
2025-07-02 23:36:00,823 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'UKOIL'.
2025-07-02 23:36:00,827 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'US100'.
2025-07-02 23:36:00,831 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'US2000'.
2025-07-02 23:36:00,835 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'US30'.
2025-07-02 23:36:00,840 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'US500'.
2025-07-02 23:36:00,844 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDCAD'.
2025-07-02 23:36:00,848 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDCHF'.
2025-07-02 23:36:00,852 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDCNH'.
2025-07-02 23:36:00,856 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDCZK'.
2025-07-02 23:36:00,860 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDJPY'.
2025-07-02 23:36:00,864 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDMXN'.
2025-07-02 23:36:00,868 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDNOK'.
2025-07-02 23:36:00,872 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDPLN'.
2025-07-02 23:36:00,878 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDSEK'.
2025-07-02 23:36:00,882 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDSGD'.
2025-07-02 23:36:00,886 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDTHB'.
2025-07-02 23:36:00,889 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDTRY'.
2025-07-02 23:36:00,894 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDTUSD'.
2025-07-02 23:36:00,898 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USDZAR'.
2025-07-02 23:36:00,903 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'USOIL'.
2025-07-02 23:36:00,907 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'W20'.
2025-07-02 23:36:00,911 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'XAGUSD'.
2025-07-02 23:36:00,915 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'XAUUSD'.
2025-07-02 23:36:00,919 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'ZARJPY'.
2025-07-02 23:36:00,923 - DEBUG - app.core.cache - Group-symbol settings cached for group 'Standard', symbol 'AUDCAD'.
2025-07-02 23:36:02,163 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:02,163 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:02,163 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDJPY
2025-07-02 23:36:04,405 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:04,405 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:04,406 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.573, Quantity=0.01000000, Contract Size=100000.00000000, PnL=368.000000000000000000000000, PnL USD=2.556905033211972985742475195, Commission=0.10000000, Final PnL=2.456905033211972985742475195
2025-07-02 23:36:06,713 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:06,713 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:06,713 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDJPY
2025-07-02 23:36:08,334 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCAD: {"b": "0.8937000000", "o": "0.8936300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:36:08,334 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCAD: {"b": "0.8937000000", "o": "0.8936300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:36:08,334 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDJPY: {"b": "94.5930000000", "o": "94.5880000000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:36:08,740 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCAD: {"b": "0.8937000000", "o": "0.8936300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:36:08,740 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCAD: {"b": "0.8937000000", "o": "0.8936300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:36:08,740 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDJPY: {"b": "94.5930000000", "o": "94.5880000000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:36:08,755 - INFO - app.core.firebase - [FIREBASE] Payload being pushed to Firebase (all stringified): {'order_id': '9755827257', 'order_user_id': '4', 'order_company_name': 'AUDCAD', 'order_type': 'BUY', 'order_status': 'PROCESSING', 'order_price': '0.89394000', 'order_quantity': '0.01000000', 'contract_value': '1000.00000000', 'margin': '6.57362608', 'stop_loss': '', 'take_profit': '', 'close_price': '', 'net_profit': '', 'swap': '', 'commission': '', 'cancel_message': '', 'close_message': '', 'takeprofit_id': '', 'stoploss_id': '', 'cancel_id': '', 'close_id': '', 'modify_id': '', 'stoploss_cancel_id': '', 'takeprofit_cancel_id': '', 'status': '', 'timestamp': '2025-07-03T06:36:08.755401', 'account_type': 'live', 'action': ''}
2025-07-02 23:36:09,061 - INFO - app.core.firebase - Order data (ID: 9755827257) sent to Firebase successfully.
2025-07-02 23:36:09,460 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89368, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.890000000000000000000000, PnL USD=-1.389726319504698598508801600, Commission=0E-8, Final PnL=-1.389726319504698598508801600
2025-07-02 23:36:09,462 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89368, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.850000000000000000000000, PnL USD=-1.360314122266503919175281989, Commission=0.10000000, Final PnL=-1.460314122266503919175281989
2025-07-02 23:36:09,463 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDJPY
2025-07-02 23:36:11,607 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89365, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.920000000000000000000000, PnL USD=-1.411775086581518981757218803, Commission=0E-8, Final PnL=-1.411775086581518981757218803
2025-07-02 23:36:11,609 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89365, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.880000000000000000000000, PnL USD=-1.382363105611070669637276745, Commission=0.10000000, Final PnL=-1.482363105611070669637276745
2025-07-02 23:36:11,612 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.573, Quantity=0.01000000, Contract Size=100000.00000000, PnL=368.000000000000000000000000, PnL USD=2.556887267674135834636095188, Commission=0.10000000, Final PnL=2.456887267674135834636095188
2025-07-02 23:36:13,768 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89369, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.880000000000000000000000, PnL USD=-1.382363105611070669637276745, Commission=0E-8, Final PnL=-1.382363105611070669637276745
2025-07-02 23:36:13,783 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89369, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.840000000000000000000000, PnL USD=-1.352951124640622357517334686, Commission=0.10000000, Final PnL=-1.452951124640622357517334686
2025-07-02 23:36:13,783 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDJPY
2025-07-02 23:36:16,011 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:16,012 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:16,013 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.573, Quantity=0.01000000, Contract Size=100000.00000000, PnL=368.000000000000000000000000, PnL USD=2.556887267674135834636095188, Commission=0.10000000, Final PnL=2.456887267674135834636095188
2025-07-02 23:36:18,316 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89376, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.810000000000000000000000, PnL USD=-1.331009581798260127806334429, Commission=0E-8, Final PnL=-1.331009581798260127806334429
2025-07-02 23:36:18,317 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89376, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.770000000000000000000000, PnL USD=-1.301595005404928412274702729, Commission=0.10000000, Final PnL=-1.401595005404928412274702729
2025-07-02 23:36:18,318 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.567, Quantity=0.01000000, Contract Size=100000.00000000, PnL=362.000000000000000000000000, PnL USD=2.515513491352053756940246131, Commission=0.10000000, Final PnL=2.415513491352053756940246131
2025-07-02 23:36:20,721 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:20,721 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:20,723 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.566, Quantity=0.01000000, Contract Size=100000.00000000, PnL=361.000000000000000000000000, PnL USD=2.508860935436791993884217110, Commission=0.10000000, Final PnL=2.408860935436791993884217110
2025-07-02 23:36:22,977 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:22,977 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:36:22,977 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDJPY
